,comment_IDs,user_IDs,shop_IDs,comment_lenghs,VIPcomment_ornot,if_pictures,comment_pictures,comment_taste_scores,comment_surround_scores,comment_serv_scores,comment_words,heart_nums,reply_nums,busi_reply_words,busi_reply_lenghs,,,,,刘心如,李志勋,栗渊钧,丁妮,是否满意,,周星彤,徐睿双,张柃娜,刘睿益,苏子眙
481547,266566579,10544572,23973396,247,0,1,2,1,1,1,近期最差的消费体验没有之一商家是对自己店的消费能力多没有信心点什么什么没有猪脑没有毛肚没有想要个小可乐都没有说小可乐没有拿个大的吧结果我靠拿上来最大瓶的可乐型号果断放弃去隔壁吉野家买了杯冰可乐想点个白米饭问了两次磨磨唧唧都没说有没有过了一会直接端了碗米饭上来那时我们已经去吉野家买白米饭了再说服务吧真心不行光我看到就有两桌客人进来自己找位子坐然后还没人递菜单所以服务员到底是不够还是真的接待不过来我也是不明白了希望商家及时改进吧不过我也不会再光顾了,0,2,首先非常抱歉昨天来店的客人特别多大多东西售罄了我们的食材为保持新鲜是每天定量的今天端午节给我配送食材的公司休息一天我们没有及时备货非常抱歉服务员我们会加强培训并且严肃处理店长不在就懈怠希望您再次光临给我们一个改正的机会谢谢,125,,,,,1,1,1,1,1,,,,,,
33029,92624022,189882522,15121178,17,0,0,0,2,1,0,服务太垃圾了下次不去了,0,1,感谢您选择在热辣壹号用餐为了您的满意我们一直在努力期待您下次光临祝您生活工作都愉快,45,,,,,0,0,0,0,0,,,,,,
301623,223833911,6083880,21553926,102,0,1,3,1,1,2,服务挺好的一家店荟聚人太多突然想看小盘子转啊转的于是就来这了章鱼小丸子确实不怎么样单点那些菜还可以新产品蟹棒味道不错随便吃吃还有热水哈哈哈挺好的服务员态度很好给充了很久的电表扬,0,0,您好非常感谢您抽出宝贵时间为池田寿司的点评没能为您带来满意的用餐享受我们感到非常抱歉您为我们提出的问题我们非常重视我们会告知我们的员工感谢您对我们的督导与指正我们会努力完善工作的不足之处希望您再次光临再次感谢您的点评池田寿司全体员工恭候您的再次光临哦祝您以及您的家人天天开心,182,,,,,1,0,0,0,0,,,,,,
541730,213444525,762423721,27136159,85,0,0,0,0,2,2,真不知道这些五星都怎么打的口味一项如有负分一定打个负无穷且滚粗点的海鲜意面简直就是一份西红柿打卤面里面居然还有麻辣烫的蟹棒吃完差点和选了这家馆子的小伙伴绝交,0,0,呵呵我默默的看完了您的点评竟然无言以对,22,,,,,0,0,0,0,0,,,,,,
399839,334914604,21054698,22898502,166,0,1,1,0,0,0,老婆刚做完月子请朋友一起出来吃饭点了碗炒肝吃出一塑料袋服务员最后送了个果盘说打八八折因为是请朋友吃饭不愿意坏了心情也就没多计较直接同意了果盘就是切了点西瓜块摆点金桔圣女果下面放了一堆冰那种最后结账跟我说海鲜不能给打折系统做不出来单子也是呵呵了不多说了看图吧大店小馆的喝了几十年炒肝也算中回奖,1,0,您好感谢您能来我们店就餐对您的就餐体验我向您表示歉意您遇到的菜品问题我们已经了解到了并对相关责任人进行了严格教育这是我们工作中的失误再次向您表示歉意我保证不会再有第二次如果再有出现您这桌单我请我是北平食府右安门店厨师长吴宁电话您下次来如有问题直接找我我来请您祝您工作顺利,161,,,,,1,0,1,1,1,,,,,,
730842,79517475,102040476,4207895,17,0,0,0,1,1,1,太少了大锅也就人吃续锅还全价,0,0,亲感谢您的光临服务不到位的地方还请见谅相信我们一直都在努力提高品质期待您的再次光临谢谢,48,,,,,0,0,0,0,0,,,,,,
7478,330469922,49169476,10651739,80,0,0,0,2,2,0,孩子不小心砸碎了一个小碗没有和我们做协商直接按水钱扣了元做饭馆的砸碎东西难免更别提小孩子商家都算在顾客身上一个小碗元这是明抢请老板出来给个说法,0,0,亲新年快乐恭喜发财天气渐冷请多注意保暖对于您这次用餐所带来的不愉快敬请谅解餐具破损小朋友没有受伤吧小朋友没有受伤其他的都好说服务员这方面我会加强培训的最近空气状况欠佳亲有空可以到食府来品尝一下小吊梨汤具有清肺润肺等功效感谢您对我们的认可您的满意就是我们进步的动力欢迎亲有空常来食府坐坐我是店长刘艳峰电话,181,,,,,1,0,1,1,1,,,,,,
522606,243098278,152309850,24986975,17,0,0,0,0,0,0,又慢又贵还苦再也不去了啊一来得,1,0,尊敬的顾客您好首先向您致以最真诚的歉意您的满意是我们的服务宗旨希望您能常来我们会继续努力为您创造更好的菜品口味和更优质的服务祝您生活愉快期待您的再次光临,82,,,,,0,0,0,0,0,,,,,,
914869,276641955,49700261,5499616,42,0,0,0,1,1,1,上菜特别慢几乎是吃完一道菜才上另一道而且味道不如以前了那个松坂肉味道变差了好多,0,0,您好我是云海肴马家堡店长方化超方便打电话投诉的具体一些么我们也想提升一下自己我的电话是期待您的电话投诉随时准备接听祝您生活愉快,84,,,,,0,0,0,1,0,,,,,,
536814,285629303,51326341,2697031,106,0,0,0,1,1,2,忽然想起来这家店刚好周末没事就特意坐地铁过去了不太好找问了别人店面很小几张小桌子点了卤肉饭上菜很快应该是已经做好的直接装盘看着感觉量比较小尝了后感觉不好吃这个价格贵了不够吃的话是可以续加的,0,1,抱歉了没有让您满意我们会继续努力感谢您的关注,25,,,,,0,0,0,0,0,,,,,,
309084,174067933,31722316,21593839,46,0,0,0,0,0,0,咖喱乌冬咸死了里面的配菜除了洋葱就是胡萝卜土豆鸡肉丸里面的鸡肉是紫色的吓死了好吗,0,0,您好感谢您的光临我店的汤汁与面是有底味的你下次可点清汤乌冬面牛肉乌冬面与牛肉番茄乌冬面这些面口味较清淡肉较多的是猪软骨乌冬面牛肉乌冬面我店的食材是有蛋禽肉类检验合格证的是从正规厂家供货的请放心食用欢迎你下次光临,117,,,,,1,0,0,0,0,,,,,,
801376,306122407,56141875,508125,17,0,0,0,2,1,1,为了吃而吃比较腻闻名不如见面,1,0,尊敬的顾客您好感谢您选择我店希望您继续支持全聚德和平门店欢迎您下次到楼参观全聚德展览馆感受全聚德百年历史文化,66,,,,,0,0,0,0,0,,,,,,
500575,205805251,77534560,24616922,15,0,0,0,2,1,2,羊排不错比蝎子实在口味偏咸,0,0,感谢您的光临我们会继续努力做更好吃的羊蝎子您的满意就是我们的宗旨,35,,,,,0,0,0,0,0,,,,,,
235338,70620162,43040046,2043880,54,0,0,0,0,2,0,菜超级难吃都是冷的服务超级差我自己跑去拿的餐具接的开水自己开啤酒能自己做的我都没有叫服务员失望,0,0,非常抱歉您的评价是对我们服务质量的一次提醒和督促我们会继续改进各项服务指标争取做到让顾客满意期待您的下次光临,59,,,,,0,0,0,0,0,,,,,,
534415,333476460,15861188,2653924,175,0,0,0,0,0,0,年前带家人来吃的那个什么新年鸡肉披萨难吃的要命上面竟然还有炒蛋服务就别提了不小心洒了饮料到桌上和地上服务员就给了两张餐巾纸放桌上就走了还以为去拿抹布拖把了谁知人根本不理这茬了好不容易鼓起勇气跟人说地上还有又拿了两张餐巾纸用脚蹭了蹭将就吃吧期间要杯热水直接放在小孩旁边跟她说别放那儿人怒气冲冲得说不烫,0,0,您好非常感谢您对棒约翰的支持您的建议对我们非常宝贵我们会积极努力提升为您提供更好的服务期待您下次光临,56,,,,,0,0,0,0,0,,,,,,
687516,331237253,33146588,3690208,15,0,0,0,1,1,1,没什么特色环境菜品都挺一般的,0,0,亲爱的顾客您好感谢您一直以来对我们望湘园的认可和支持望湘园一路走来离不开每位像您这样的老顾客的厚爱非常抱歉这次没能给您带来愉快的用餐体验我们深表歉每位顾客的意见和建议都是我们发现的方向和目标我们一定会及时整改请您监督望湘园全体员工期待您的再次光临,134,,,,,1,1,0,0,#NAME?,0,0,0,0,0,1
987295,339500204,39528825,58918410,59,0,0,0,0,0,0,跟朋友来了几次服务态度太差轰顾客情况屡见不鲜真的不知道该怎么形容东西就算了重点是感觉像顾客花钱买他们的脸色的,0,0,呵呵哒呵呵哒呵呵哒牛逼我得哥你怎么不上天呢敢说说具体什么情况不呀进门都是客我们不哄人晚上点打烊了你要来了我还必须得接你大周末的钥匙人多点没地方坐你想吃我还必须给你找地方叫你排队你出去转一圈就是不排走一圈没找地吃饭回马枪来了必需给你坐你说的是以上那种拒客情况自己对号入座敢说不,156,,,,,0,0,0,0,0,,,,,,
684450,227542534,1559374,3648247,22,0,0,0,1,1,1,太咸不知道为什么西部马华都这么咸,0,0,亲每个人的口味不一样我们是大众型的所以可能您吃盐淡您下次吃面时让加一点面汤吧祝您新年快乐,49,,,,,0,0,0,0,0,,,,,,
231223,207839361,4042091,2004520,131,0,0,0,2,1,1,周日晚上点就过去了没有等位落座点菜他家其实价格挺贵的而且量又小尤其是那毛肚就薄薄一层下面全是生菜谁让嘴馋想吃这口呢巴蜀牛肉鸭肠都不错提个意见希望人去可以点半份肉菜虽然量小但是素菜量倒是正常要是跟海底捞似的可以点半分就好了,0,0,尊敬的顾客您好非常感谢您对本店的喜爱我们以最热情的服务和新鲜的菜品欢迎您的下次光临,43,,,,,0,0,0,0,0,,,,,,
635765,285490385,105454665,32586634,21,0,0,0,2,1,2,环境不好保健很小别的还不建议请人,0,0,感谢亲百忙之中抽出一点时间为我们评价您所说的意见我们会给领导转达的期待您的下次光临井格将竭诚为您服务,53,,,,,0,0,0,0,0,,,,,,
256396,104847986,2153682,2077405,448,0,1,3,2,1,1,无意中看到这家店的评价比较高就选了一款蜜豆炼奶抹茶慕斯其实这家店的蛋糕种类很多专门做生日蛋糕现在也有婚礼蛋糕蛋糕按口味分为清新果香酒醇茶香馥郁巧克力香浓咖啡香醇芝士等五种口味每种口味大概有四到八款蛋糕可选择的范围还比较多不知道是不是我选的这款蛋糕没有那么好我个人觉得蜜豆炼奶抹茶慕斯的味道一般不像大家评价的那么好这款蛋糕不怎么甜外观看起来像豆腐块倒是跟网上的图片没什么差异蜜豆是夹在蛋糕里的抹茶味道很淡算是一款比较清淡的蛋糕当初之所以订这款蛋糕就是因为特别记得在别家没有看到过同款蛋糕事实证明应该品尝大家推荐的这家蛋糕的价格倒是很适中磅蛋糕元适合到人食用磅蛋糕不大边长只有厘米爱吃蛋糕的童鞋需要订大一些的配送范围很广记得是六环以内免费配送不过送货时间不能选择下午点到点中间的不明白为什么建议店家以后改进虽然口味一般般不过价位适中以后还是可以尝尝其他口味的蛋糕,0,2,感谢您对甜风集的支持我们是北京地区环以内免费配送由于是我们的配送员回公司整修的一个时间段所以不能配送亲的意见我们会考虑的您的满意就是对我们最大的鼓励您的信任将是我们前进的方向真心期待您的下次光临祝您生活愉快,140,,,,,1,1,0,1,1,,,,,,
379830,205044512,147136991,22576388,53,0,1,5,1,1,1,鸡翅超级腻披萨一般来了之后想要的披萨都没有关键是服务员态度极其不好差评差评叫陈营华,0,0,您好蟹妞啊呜感谢光临站点比萨百盛常营餐厅并感谢您能给予我们这样中肯的评价和意见非常抱歉带给您一次不满意的用餐体验我们将会针对您在服务方面的回馈对员工进行强化培训及考核为客人提供周到热情的服务是我们一直努力的放向希望您能给我们一次改进的机会我是店内负责人金君哲再次感谢您对我们的支持我们的联系电话是您有任何问题可以随时跟我们联系为了方便您的用餐我们所有餐厅均提供周边五公里之内元起免费送餐订餐电话站点比萨百盛常营餐厅全体员工期待您的下次光临,263,,,,,1,1,0,0,#NAME?,1,1,1,0,1,1
735701,306832612,3854576,4226589,320,0,1,6,1,2,0,位置北二环积水潭桥向南店门口有少量停车位环境装修风格古香古色的有包间大厅比较嘈杂周末饭点去的没有等位服务入座后服务员不会主动过来点菜需要叫服务员点菜时我看鸭血是招牌就点了青椒鸭血老人想吃鳝鱼男服务员就推荐了青椒鳝鱼因为大厅比较嘈杂服务员的声音也不大我也没听清他推荐的是什么鳝鱼就点了结果上来两大盆看着一样的菜问服务员点菜的时候为什么不提醒一下两个菜的做法相同女服务员说另一款干煸鳝鱼里的鳝鱼特少经常有顾客反映里面没有鳝鱼所以就推荐了这款鳝鱼菜品宫保鸡丁还可以老人喜欢吃水煮鱼最小的斤两草鱼元一斤但上来的鱼明显不够分量鱼头也小的可怜青椒鸭血和鳝鱼做法相同口味一般,0,0,尊敬的顾客您好没能满足您的口味我们对此很遗憾给您带来不便深表歉意您的反馈对我们很重要您的宝贵意见是我们改进和继续努力的动力我们将不断改进提升菜品与服务质量希望您继续支持四川饭店,95,,,,,0,0,0,0,0,,,,,,
658887,343748180,20944575,33588693,78,0,0,0,0,1,0,服务态度太差之前觉得奶茶太甜后来让服务员少兑点甜的奶浆非得告诉我是兑好的没法改第二次我说少放点奶多放点茶非得告诉我茶也是甜的睁着眼睛说瞎话,0,0,您好对于您的点评我们十分重视我们希望给您提供更好的产品和服务,33,,,,,0,0,0,0,0,,,,,,
530114,19253732,4755233,2561626,68,0,0,0,2,2,1,环境还是可以的有沙发座还是蛮暖和的至于服务态度有待提高毕竟是一个服务性的行业第一次吃的骨汤不错很好喝价钱还是有点小贵的哦,0,0,感谢亲的大力支持希望您提出宝贵的意见和建议以供改进喜欢就要常来哦,36,,,,,0,0,0,0,0,,,,,,
